id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
33932|Teknisi Building|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Teknik,Teknik Elektro|Asuransi kesehatan;Bisnis (contoh: Kemeja)|25 days|501 - 1000 pekerja|Konsultasi (Bisnis & Manajemen)|Keuntungan    BPJS Tenaga Kerja & KesehatanDeskripsi Pekerjaan    Usia maksimal 40 tahun    Minimal lulusan SMA / SMK / sederajat    Memiliki keahlian terkait sistem dan pelaporan MEP (Mechanical Electrical & Plumbing)    Diutamakan memiliki keahlian di bidang service sipil, plumbing, mekanikal & elektrikal, AC & AV, cctv, fire alarm,access control, x-ray, gate metal detector    Memiliki pengalaman kerja di posisi yang sama minimal 2 tahun    Bersedia bekerja dalam shift
33933|Chef Restaurant|Makassar|IDR|Manajer/Asisten Manajer|5 tahun|Tidak terspesifikasi|Penuh Waktu|Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran||||Konstruksi/Bangunan/Teknik|New Cafe & Restaurant At Makassar PERSYARATAN :Pendidikan MIn SMAPengalaman Min 3 TahunMampu bekerja dibawah tekananmampu bekerja mengikuti SOPmemiliki inisiatif,disiplin dan loyalitas yang tinggiMenguasai menu masakan maincourse dan dessert western,asian,indonesian (head chef & cook)Mampu menyiapkan resep-resep yang akan di trial (head chef & cook)Berpenampilan menarik & bersihTANGGUNG JAWAB :Bertanggung jawab terhadap produk yang dibuat (head chef)Bertanggung jawab penuh atas operasional kitchen (head chef)Berkomunikasi semua hal terkait produk kepada head chef (cook)Melaksanakan SOP dan perintah pimpinanMembuat plan masakan dan trial produk baru (head chef)Mampu & mengusai operasional restoMampu meracik dan membuat menu minuman & kopi
33934|Agency Relationship Executive|Jawa Tengah|IDR|Pegawai (non-manajemen & non-supervisor)||SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis|Asuransi Gigi;Tip;Asuransi kesehatan;Pinjaman;Parkir;Bisnis (contoh: Kemeja);COP/MOP (Car /Motorcycle ownership program);Senin-Sabtu|17 days|Lebih dari 5000 pekerja|Perbankan/Pelayanan Keuangan|Bertugas terhadap 4 hal yaitu melakukan perekrutan agen/broker/makelar, registrasi agen, maintain agen dan support agen. Seorang ARE tidak mencari konsumen secara langsung melainkan melalui sistem agency yang nantinya para agen/broker/makelar tersebut yang mencari konsumen (pembiayaan dengan jaminan BPKB Mobil / Motor).Persyaratan :Usia Maksimal 30 Tahun (Pengalaman di bidang yang sama)Pendidikan minimal D3Memiliki kendaraan pribadi dan SIM C AktifSupel, komunikatif, senang bersosialisasi dan tidak pemaluFresh graduate dipersilahkan melamarBersedia bekerja di lapangan
33935|Graphic Designer|Surabaya|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Tidak terspesifikasi|Penuh Waktu|Seni/Media/Komunikasi,Seni / Desain Kreatif|Waktu regular, Senin - Jumat;Bebas Rapih||1- 50 pekerja|Tekstil/Garment|Usia maksimal 28 tahunMemiliki kemampuan Desain Grafis dan Mengelola Sosial Media seperti Instagram, Facebook, Tik Tok, Google,Kemampuan program editing (Photosop, Ilustrator, Correl Draw, dll)mampu menggunakan Ms OfficeAktif dan dapat membangun komunikasi dengan pihak Eksternal.Domisili Surabaya
33936|Logistic Staff|Jakarta Selatan|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Kontrak|Pelayanan,Logistik/Rantai Pasokan|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);As offered in package|29 days|501 - 1000 pekerja|Telekomunikasi|Kualifikasi :Minimal D3/S1 jurusan Logistik/Komputer/Teknik Elektro1 tahun pengalaman di posisi yang samaMampu mengoperasikan Ms Office (Word, Excel, Powerpoint)Minimum mengetahui Perangkat aktif FO dan NetworkMemahami sistem operasional warehouse perusahaanMampu menyajikan data report dengan baikDetail oriented, rapi & telitiSiap bekerja sewaktu - waktu di butuhkan di luar Office Hours (serah terima material dgn team Inhouse dan External)Deskripsi Pekerjaan:Memperbarui daftar inventarisMenerima dan mengirimkan barang dan memverifikasi pergerakan stokMemeriksa pesanan pembelian terhadap tingkat stokMempersiapkan jadwal pengirimanMengkoordinasikan pemeliharaan dan perbaikan fasilitas penyimpananMemasukkan data ke dalam databaseMempertahankan tingkat stok yang optimal dengan budget minimumMemastikan protokol K3 dipatuhi di fasilitas penyimpanan.Menghitung biaya penyimpanan dan izin.Mengelola faktur masuk dan keluarBenefit: BPJS lengkap, THR
33937|Fleet GSO Supervisor- Manager Dealer|Jakarta Raya|IDR|Supervisor/Koordinator|3 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT||28 days|1- 50 pekerja|Manajemen/Konsulting HR|Candidate must possess at least a Bachelor's Degree, any field.Required skill(s): fleet, gso, Operational Dealer.At least 3 year(s) of working experience in the related field is required for this position.Applicants must be willing to work in Bandar Lampung.Preferably Supervisor / Coordinators specializing in Sales - Engineering/Technical/IT or equivalent.Full-Time position(s) available.
33938|Operator Produksi (Welding, Bending, Cutting)|Bekasi|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Tidak terspesifikasi|Kontrak|Manufaktur,Manufaktur|||||1. Pendidikan Minimal SMA sederajat (Diutamakan SMK Jurusan Teknik Mesin, usia maksimal 25 tahun)2. Berpengalaman dalam proses produksi welding, bending dan cutting (mesin amada turret, punch & laser)3. Diutamakan mampu mengoperasikan crane4. Diutamakan sudah melakukan vaksinasi Covid-19 lengkap (dosis ke-1 dan ke-2)
33939|HRD Senior Corporate Planner|Aceh|IDR|CEO/GM/Direktur/Manajer Senior|2 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR|||1- 50 pekerja|Makanan & Minuman/Katering/Restoran|# Penempatan Medan#Harus memiliki pengalaman di HRD umum dan pengalaman di Corporate Level#Mengerti proses rekrutmen#Memahami proses bisnis workflow#Mampu merancang SOP perusahaan#Mengerti BPJS Kesehatan & Ketenagakejaan#Bersedia di training di perusahaan kami secara online and offline#Bersedia melewati interview di Medan#Bersedia bekerja di bawah tekanan#Pengalaman di dunia ecommerce adalah kunci utama yang di butuhkan
33940|Manager Non Cement|Jakarta Barat|IDR|Manajer/Asisten Manajer|3 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Jam Bekerja yang Panjang;Bisnis (contoh: Kemeja)|29 days|51 - 200 pekerja|Umum & Grosir|Kualifikasi:Pendidikan minimal S1Umur 30 - 40 tahunBerpengalaman minimal 3 tahun (lebih disukai di bidang material building)Menguasai Bahasa Inggris (Aktif, baca, tulis, bicara)Memiliki kemampuan berkomunikasi, analisa, presentasi dan negosiasi yang sangat baikMemiliki kemampuan menangani tim dengan baikMemiliki kemampuan untuk mencapai target yang ditetapkan,Menguasai Komputer & Internet (MS Office : Excel, Word, Power Point)Memiliki kemampuan kreatif dan inisiatif yang tinggiLebih disukai memiliki pengetahuan mengenai penjualan material bahan bangunan dengan bahan-bahan penunjangnyaBersedia lembur atau dinas (jika diperlukan)Kirim CV Lengkap ke:PT. Bangunsukses Niagatama NusantaraGraha GRC Board Lt.4Jl. Let.Jend S. Parman Kav. 64Slipi - Palmerah,Jakarta Barat
33941|Sales Marketing (Pontianak)|Pontianak|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Korporasi|Asuransi kesehatan;Bisnis (contoh: Kemeja);Monday - Saturday|21 days|501 - 1000 pekerja|Manufaktur/Produksi|Bertanggung jawab terhadap penjualan produk.Menjaga hubungan baik dengan cutomer.Menangani permintaan dan kebutuhan customer.Mempresentasikan produk perusahaan ke customer.Membuat laporan penjualan.Persyaratan:Usia maksimal 45 tahun.Pendidikan minimal SMA/SMK/SederajatMemiliki pengalaman bekerja minimal 2 tahun (memiliki pengalaman di bidang material keramik & semen menjadi nilai plus).Memiliki keterampilan komunikasi yang baik.Bisa bernegosisi dengan customer.Memiliki skill untuk mempresentasikan produk.Target oriented.Jujur & bertanggung jawab.Dapat bekerja secara tim / individual.Berdomisili di Pontianak dan sekitarnya.Dapat Bergabung Segera
33942|SEO & Content Specialist|Kalimantan Barat|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Paruh Waktu|Penjualan / Pemasaran,Digital Marketing|Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|4 days|1- 50 pekerja|Manufaktur/Produksi|We are looking for a reliable SEO & Content Specialist to boost our website ranking in the search engine. We expect the candidate to be able to bring in more quality and related visitor to our site, making quality content and also to make an excellent quality backlink.Jobdesk Overview:- Making quality content with topics based on search console, keyword planner or analytics- Analyze and revise content that has been made to better improve the page rank- Develop excellent backlink that could bring in more visitors to further improve page rank- Working together with marketing team to finish projectsThe salary for this role is up to IDR 66.500.000 annually. You can work from anywhere in the world. this role is fully remote!How to apply and our hiring processTake a ~15-minute online skills test—no CVs or cover letters needed. If you’re still reading, just go ahead and give it a go!After that, if all goes well:Video testPaid test weekOffer ContractOnly one seat available for this role, do not miss this opportunity.Are you ready?
33943|Sales|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Tidak terspesifikasi|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Tip;Senin - Jumat, Sabtu atau memerlukan shift.|30 days|1- 50 pekerja|Percetakan/Penerbitan|Lowongan : Sales Executive Mesin Industri PercetakanSyarat :1. Pendidikan minimal SMU semua jurusan.2. Kendaraan sendiri dan SIM C.3. Usia maksimum 35thn.4. Domisili Jakarta.5. Berpengalaman sebagai sales minimal 2 tahun.6. Memiliki pengetahuan di industri percetakan diutamakan.7. Jujur, rajin dan ulet.Job Description :-   Melakukan pemasaran produk perusahaan ke seluruh Indonesia.-   Memenuhi target penjualan yang sudah ditetapkan perusahaan.-   Melakukan pendekatan dan membina relasi dengan customer.Company overview :PT. Amsky Indonesia adalah perusahaan distributor mesin untuk industri percetakan.Kami membutuhkan kandidat yang memiliki semangat yang tinggi untuk maju bersama dengan kami demi masa depan yang lebih baik.
33944|Receptionist|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Staf / Administrasi umum|Asuransi kesehatan;Bisnis (contoh: Kemeja)|25 days|501 - 1000 pekerja|Konsultasi (Bisnis & Manajemen)|STAF RESEPSIONISPENEMPATAN KERJA : DKI JAKARTAKualifikasi:    Maksimal 28 tahun    Minimal Pendidikan D3/S1    Memiliki kemampuan komunikasi yang baik    Berpenampilan Rapi dan Sopan    Cekatan, Proaktif, Cepat belajar    Jujur, cekatan, rajin    Fersh Graduate dipersilahkan melamar    Fasih Berbahasa Inggris    Memiliki pengalaman dibidang yang sama Minimal 1 tahun menjadi nilai tambah    Mampu menggunakan Microsoft Office (Excel, Word)    Sudah melaksanakan Vaksinasi 2x.Penempatan Cilincing - Jakarta UtaraDeskirpsi pekerjan:    Menerima panggilan telepon dan meneruskan ke bagian terkait atau manajemen perusahaan.    Memberikan informasi melalui panggilan telepon jika ada yang menanyakan perihal perusahaan.    Menyambut tamu yang datang dan mengarahkan informasi terkait tujuan kedatangan.    Menerima dan meneruskan surat yang masuk.    Melayani keluhan pelanggan atau tamu yang datang.    Mengelola arsip sederhana yang berkaitan dengan administrasi resepsionis.
33945|Supervisor HRD Fabrikasi|Jakarta Barat|IDR|Supervisor/Koordinator|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Kontrak|Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR|Asuransi kesehatan;Bisnis (contoh: Kemeja)|26 days|51 - 200 pekerja|Umum & Grosir|Deskripsi Tugas & Tanggung JawabMelaksanakan supervisi segala aktivitas HRD & GAMelakukan Supervisi Personalia terhadap update terkait karyawan, perpanjangan kontrak, peraturan perusahaan, promosi, mutasi dan resign di sistem HRBPJS Ketenagakerjaan dan Kesehatan, bertanggung jawab terhadap segala urusan terkaitSupervisi rekrutmen karyawan, merencanakan, melaksanakan dan mengkoordinir proses rekrutmen untuk mendapatkan SDM yang berkualitasSupervisi TrainingProblem Solving & Continuous Improvement, terlibat aktif menangani masalah terkait HRD & GA sehingga tercipta perbaikan yang berkesinambungan di area kerjaReporting, membuat dan memelihara laporan yang terkait HRD & GA sebagai dasar informasi Management SDMPersyaratan:Wajib pengalaman sebagai Supervisor HR Fabrikasi / Produksi Min 2 TahunPendidikan minimal S1 jurusan hukum, ilmu komunikasi, managemen SDMMemiliki Pengetahuan:Regulasi ketenagakerjaanHRMPsikologi umum, psikotest, asessment dan sistem rekrutmenCulture perusahaanSistem administrasi personalia, payroll & CHRIS secara umumKompetensi & pengembangan karyawanPerijinanGA system
33946|QUALITY CONTROL|Depok|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Manufaktur,Penjaminan Kualitas / QA|Asuransi kesehatan;Bisnis (contoh: Kemeja);Tergantung dengan posisi dan Project|6 days|51 - 200 pekerja|Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)|Daun Biru Engineering adalah perusahaan perawatan maju untuk industri, baik hardware, software maupun maintenance-services. Sedang membutuhkan beberapa kandidat untuk mendukung masa depan Daun Biru Engineering.Deskripsi Pekerjaan-      Quality ControlTugas dan tanggung jawab utama: 1.      Melakukan pengujian terhadap produk jadi atau barang datang untuk memastikan bahwa produk sesuai dengan spesifikasinya dan dapat berfungsi sesuai dengan fungsinya.2.      Membuat, melakukan, mengembangkan, dan memelihara prosedur QC dan dokumen terkait3.      Melakukan analisis ketidaksesuaian pada produk jadi atau barang datangTugas Rutin :Melakukan pengujian terhadap produk jadi atau barang datang untuk memastikan bahwa produk sesuai dengan spesifikasinya dan dapat berfungsi sesuai dengan fungsinyaPersyaratan: Memiliki pengetahuan teknis (mechanical, electrical, instrumentation)Berpengalaman di bidangnya minimal 2 tahunMampu mengoperasikan alat-alat ukurMampu menguji, menganalisis, dan meneliti produk baik hardware maupun softwareMampu memberikan rekomendasi untuk peningkatan mutu produkMampu membuat laporan yang komprehensifMampu menggunakan Office dan Internet softwareMampu melakukan presentasi dengan baikMampu berkomunikasi dalam bahasa Inggris secara lisan dan tertulis Lokasi penempatan: Depok
33947|Senior Associate|Jakarta Raya|IDR|Supervisor/Koordinator|10 tahun|Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Pelayanan,Pengacara / Asisten Legal|Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)||1- 50 pekerja|Hukum/Legal|KHIM is seeking the best candidate to fill a position as Senior Associate/Contract Drafter:The role will primarily focus on drafting and reviewing legal contractProviding legal advice to clientsCoordinating with other team members to achieve an efficient work resultReport directly to Partner Job Qualifications:Bachelor or Master degree in Law from reputable university in Indonesiaor overseasMinimum GPA 3.00 (scale 4.00)Minimum 10 years working experience as a Contract DrafterGood exposure in handling project developmentExcellent in contract draftingExcellent in English (speaking and writing)Dynamic, have good logical and analytical thinking and good in attitudeStrong leadershipAble to work individually and as a teamHold an Advocate License will be an advantageMinimum 5 years experience in law office/law firm
33948|Programmer / Game Developer|Jawa Timur|IDR|Pegawai (non-manajemen & non-supervisor)||Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Lunak||||Hiburan/Media|We are looking for fresh graduate programmerResponsibilities:Designing and developing game applicationManage performance and memory usagePerforming quality control for developed applicationQualification:Fresh graduate Bachelor degree of Information Technology or similarMaximum of 32 years oldProficient with C, C++, or C#Proficient in website programmingFluent with englishReside in Surabaya areaHaving great passion in gaming and game developmentPreferred if familiar with:Phyton and JSONWeb-based serviceSoftware publishingCommunity managementBuilding quick demo or previewJapanese languageBonus:Performance bonusProject bonusInformasi tambahan:Mahasiswa yang telah menyelesaikan skripsi tetapi belum mendapatkan ijazah dapat melamarMahasiswa yang sedang menjalani skripsi dapat melamar dengan ketentuan tambahan yang nantinya akan dinegosiasikan
